claim_id,claim,status,location,dependencies,script,external_data,supersedes,canonical_status,active
QFT4D.OS.RECON.01,"THE 4D OSTERWALDER-SCHRADER PACKAGE CONTRACT [O] (registered 2026-08-27; step (3) of the DIMENSION.UPLIFT.FIREWALL.01 route ordering).  INPUT: TFPT fixes the discrete data (representation content, charge lattice, coupling relations, boundary conditions -- the seam as internal/topological boundary module); the genuine 4D Euclidean lattice carries spacetime, gauge fields, Higgs, fermions.  DEMAND: (O1) reflection positivity of the lattice measure; (O2) Euclidean covariance restoration (hypercubic -> full Euclidean group); (O3) clustering; (O4) uniform bounds (uniform in lattice spacing and volume); (O5) continuum limit; (O6) OS reconstruction of the Wightman/Haag-Kastler theory.  BINDING PHRASING RULE (the perturbative firewall): QFT4D.EG.ALLORDER.01 (v381) is a LOCAL PERTURBATIVE CONSTRUCTION UNDER THE STATED EG/BRST HYPOTHESES and no more -- the weak adiabatic limit for massless particles is the cited Duch theorem (arXiv:1801.10147) whose hypotheses must be verified for the concrete TFPT model; a seam-transfer gap does not substitute for the IR structure of massless photons/gluons; even full EG/BRST success yields NONE of: confinement/hadron spectrum, Yang-Mills mass gap, asymptotic charged states in QED, nonperturbative Higgs vacuum, controlled full S-matrix.",Open (research contract; binding phrasing rule in force for the perturbative leg),tfpt_research_contracts,DIMENSION.UPLIFT.FIREWALL.01; QFT4D.EG.ALLORDER.01 (fenced perturbative leg),-,-,,"Open: the nonperturbative 4D OS package (RP, Euclidean covariance, clustering, uniform bounds, continuum limit, reconstruction); the all-orders EG/BRST leg is fenced as local-perturbative-under-hypotheses",true
CHIRAL4D.NOMIRROR.01,"THE CHIRAL 4D LATTICE MATTER CONTRACT [O] (registered 2026-08-27; step (4) of the firewall route ordering).  The seam's c_- = 8 and Chern/inflow structure are a boundary-ANOMALY signal, not yet 4D matter.  DEMAND: an explicit chiral lattice operator (Ginsparg-Wilson/overlap type) for the TFPT representation content with proofs of (C1) a local gauge-invariant fermion measure; (C2) perturbative AND global anomaly freedom; (C3) no Witten SU(2) anomaly; (C4) no mirror generation in the physical spectrum (mirror decoupling surviving the continuum limit); (C5) correct index and charges (TFPT charge lattice, N_fam generations); (C6) a stable continuum limit compatible with QFT4D.OS.RECON.01.  CALIBRATION (state of the art): Mastropietro arXiv:2303.02790 -- weakly coupled 4D U(1) with a MASSIVE gauge field; the TFPT target (chiral SU(3)xSU(2)xU(1), three generations, massless nonabelian fields, EWSB and confinement downstream) is far stronger.  KILL TESTS: mirror fails to decouple (WOIT kill test 3 at lattice level); Witten anomaly obstructs the carrier SU(2); every gauge-invariant measure is provably nonlocal.  CONSISTENCY (ledger wins): the celestial-branch scope fence honestly lists interacting RP, mirror decoupling, internal SU(2), both helicities, local matter fields, EWSB, confinement as NOT closed; the contradictory 'zero open internal mechanisms' phrase in docs/OPEN_PROBLEMS.md is corrected in the same change.  EXECUTED UPDATE (2026-08-28, v989): chiral Gauss census on a two-species Z4 Hamiltonian (factorized 16 x 256, 4096 never materialised) -- single-exponent Gauss iff q_L = q_R; two-exponent Gauss always (lattice Dirac doubling); V^4 = I; mutant (g_L,g_R)=(1,0) on vectorlike fails.  NOT the TFPT representation content and not 3+1D.  Contract stays [O].  Python-only / Wolfram mirror deferred.  EXECUTED UPDATE (2026-08-28, completeness wave, v997): FK SMG toy theorem -- N=8 unique Spin(7)-singlet ground state, Schmidt rank 1, volume-independent gap 14 at L=1,2,3; N=4 contrast 2^L-degenerate; physical chiral edge keeps its pi/L spectrum exactly. SMG mechanism toy-proved [E]; 4D Spin(10) theorem stays [O]. Contract stays [O]. Python-only / Wolfram mirror deferred.  WAVE-5 KILL (2026-08-29, v1002): number-preserving Casimir projector route excluded -- singlet census one 16 = {N=0:1, N=16:1} (none at N=8); k=2 half-filling multiplicity 27; k=3: 1463 (exact Weyl alternation, |W(D5)|=1920); uniqueness fails at every cluster size.  The DET16 number-violating projector is a SEPARATE candidate (CHIRAL4D.MIRROR.DET16.01 [C]). EXECUTED UPDATE (2026-09-05, v1023): child CHIRAL4D.MIRROR.DFILTER.BLOCK.01 proves the finite derivative-filtered 2x2 singular-value block, exact ker(D_GW) preservation and the adiabatically mirror-continuated high branch. The bare mirror variable is not invariant, the low branch is quadratic (z=2), and no bare-mirror response gap, Weyl cone, DET16/DET32 realization, interacting parent, local measure/anomaly/index control or 3+1D continuum theorem follows. Parent status stays Open [O]. ROUND-4 CURRENT: v1027 repairs canonical DET excitations under the singlet premise and preserves signed z=1 dispersion for fixed c-number gauge fields. It changes flatDeltaQ to additiveDeltaNa. No hard bare-mirror gap, quantum-link CAR diagonalization, chiral SM or continuum closure; [O] unchanged.",Open (research contract; 1+1D chiral Gauss census executed; SMG mechanism toy-proved [E]; Nielsen-Ninomiya as Gauss statement; 4D Spin(10) theorem stays [O]; no 3+1D closure) | Round-3 v1023 adds an exact finite block lemma [E]/conditional GW reading [C]; NOMIRROR remains Open [O].,tfpt_research_contracts,DIMENSION.UPLIFT.FIREWALL.01; QFT4D.OS.RECON.01; WOIT.OS.TWISTOR.01 (kill test 3),v989_lattice_gate_battery.py; v997_spin2_smg_witnesses.py; v1002_spin10_mirror_projector.py; v1023_derivative_filtered_wall.py,-,,"Open: explicit GW/overlap chiral lattice operator for the TFPT content.  EXECUTED (v989): 1+1D Gauss census (single-exponent iff vectorlike; two-exponent always).  No 3+1D closure.  EXECUTED (v997): SMG mechanism toy-proved [E] (N=8 unique Spin(7) singlet, gap 14 volume-independent; N=4 2^L contrast; physical edge pi/L exact).  4D Spin(10) theorem stays [O].  No 3+1D closure.  WAVE-5 (2026-08-29, v1002): number-preserving Casimir projector route excluded (census N=8:0, k=2:27, k=3:1463, |W(D5)|=1920).  Display unmoved Open. | ROUND3 2026-09-05: finite derivative-filtered block only; no invariant mirror-response gap, Weyl cone, many-body realization or 4D closure. Display stays [O]. | ROUND-4 CURRENT: v1027 repairs canonical DET excitations under the singlet premise and preserves signed z=1 dispersion for fixed c-number gauge fields. It changes flatDeltaQ to additiveDeltaNa. No hard bare-mirror gap, quantum-link CAR diagonalization, chiral SM or continuum closure; [O] unchanged.",true
GRAV.NONCIRCULAR.01,"THE BISOGNANO-WICHMANN DIRECTION FIREWALL (registered 2026-08-27, with audit census).  BW is a theorem WITHIN an already-local Poincare-covariant QFT with suitable vacuum (wedge modular flow = boost); it does NOT generate Lorentz spacetime from an arbitrary modular flow (Poincare-covariant nets violating BW exist: Mund arXiv:hep-th/0101227, Morinelli arXiv:1703.06831).  Correct order: 4D net + locality + vacuum + spectrum condition => BW => geometric modular time.  NEVER: KMS/modular spectrum => Lorentz space => BW.  RULE: every BW/CHM use must declare ASSUMPTION (imported; result conditional on QFT4D.OS.RECON.01-class existence) or RESULT (derived intrinsically).  AUDIT CENSUS at registration: entanglement-equilibrium Einstein derivation (v323/v358/v359) = ASSUMPTION (CHM ball + BW boost are inputs; conditional on the 4D package; never citable as evidence FOR it); QG.AMB.01 redundancy (v369) = ASSUMPTION declared ('conditional on SEAM.EQUIV.01 + BW'); seam KMS normalisation chain (v259/v526, beta_angle = 2 pi) = ASSUMPTION dimension-typed (Tomita-Takesaki on 1+1D/2D seam objects, a normalisation, not a spacetime derivation); intrinsic-BW programme (v438/v440/v446, HSMI/Borchers route) = RESULT-DIRECTION, open (corpus already records the v215 circularity warning); v478 CHM-parabola flow = EVIDENCE not derivation; origin_theory 'BW downstream of the seam being a chiral net' = CONDITIONAL declared.  No marker moves; binds all future uses.","Firewall (standing discipline rule, in force; audit census recorded)",tfpt_research_contracts,QFT4D.OS.RECON.01; QGEO.SYM.01; QG.AMB.01; SEAM.EQUIV.01,-,-,,Firewall in force: every BW/CHM use declares assumption-vs-result; Einstein-derivation chain typed conditional on the 4D package; census of all current usages recorded,true
OBS.TRANSDUCTION.01,"THE TRANSDUCTION PRINCIPLE CONTRACT (registered 2026-08-27; elevates the S15 typing rule to a named principle).  PRINCIPLE: observable signature = internal eigenvalue [compiler] + nonvanishing projection B P_r != 0 [transduction] + physical coupling operator [physics].  WITHOUT THE MIDDLE ARROW, NEITHER A NON-OBSERVATION FALSIFIES NOR AN OBSERVATION CONFIRMS.  Minimal model machine-checked at exploration level (experiments/theory-contracts/fo01_transduction_invisibility.py): the uniform measurement functional sees the seam kernel exactly not at all (1^T (T^n p - pi) = 0 to 1e-14; burst-train statistics KS-indistinguishable from a scrambled control), while a character-resolved channel reconstructs 64/729 to 1e-10 -- invisibility is a property of the readout B, not of the channel.  DEMAND [O]: for each empirical bundle (FRB/GW/pulsar nulls, the axion/birefringence family, any future search) prove or refute B P_r != 0 for the declared readout BEFORE scoring the null or the hit.  BINDING APPLICATION: ACT+Planck isotropic birefringence close to beta_TFPT = phi_0/(4 pi) (arXiv:2608.06480) is an interesting coincidence, NOT proof, until the shared normalized axion action + transduction chain are proven (the axion bundle beta, f_a, m_a, g_agg, Omega_a, EDM from ONE action with ONE proven coupling).  EXECUTED UPDATE (2026-08-28, v990): the first executed W[J] transduction shadow -- mixed d2W/dJ dtheta nonzero on the seam-coupled link (~-9.3e-3) and EXACTLY 0 on the decoupled e^c control (frozen companion: Q-staggered transduces, e^c stays 0).  Per-bundle empirical transduction proofs stay [O].  Python-only / Wolfram mirror deferred.",Contract (principle registered; finite W[J] transduction shadow executed; per-bundle proofs stay Open),tfpt_research_contracts,v221 (kernel); FO.01 (exploration minimal model); FRB/GW scorecard rows (readout typing),v990_wj_transduction_mechanism.py,-,,"Principle registered: eigenvalue + projection + coupling = signature.  EXECUTED (v990): finite W[J] mixed-derivative transduction shadow (link transduces, e^c control = 0).  Per-bundle middle-arrow proofs stay Open.",true
PRED.JOINTLIKELIHOOD.01,"THE JOINT LIKELIHOOD CONTRACT [O] (registered 2026-08-27; from hit-counting to overdetermined relations).  The 27+ individually matched values descend from the same few atoms (phi_0, c_3, g_car, mu_4) and are statistically CORRELATED: counting hits overstates independent evidence.  DEMAND: reorganize the evidence into overdetermined relation bundles, each carried by one proof object -- (i) the flavor invariant sum rule (one spurion/operator proof yielding theta_12, theta_13, delta_PMNS, J_PMNS, mass splittings and the CKM texture TOGETHER); (ii) the inflation consistency relation r = 3(1 - n_s)^2, alpha_s = -r/6 (eliminating N_star); (iii) the axion/birefringence bundle from ONE normalized axion action with the OBS.TRANSDUCTION.01 chain; (iv) the character-resolved transfer signature.  STATISTICAL DEMAND: a joint likelihood over the frozen registry with the full atom-induced covariance matrix, the EFFECTIVE number of degrees of freedom (not the raw hit count), a prespecified null space and formula-selection rule, and a genuine holdout dataset (future measurements only).  HONEST READING of the existing null test: the '13/13, < 1e-30' Monte-Carlo statement (v100) quantifies the look-elsewhere burden UNDER ITS DECLARED NULL MODEL and is only interpretable as evidence to the extent that null space, formula grammar and development data were prespecified -- which for historically known observables they were not and cannot retroactively be; the 2026-06-09 freeze (v84) genuinely protects FUTURE measurements, it does not turn historically known data into blind predictions.  docs/FALSIFICATION.md wording adjusted in the same change (honest, not weakened: freeze and kill tests stand).  EXECUTED UPDATE (2026-08-28, v992): v1 joint likelihood over nine frozen pull-matched scorecard triplets -- chi2 = 11.80 / dof 9 (p = 0.225), nu_eff = rank(J_atom) = 1, TFPT at 0th percentile of 200 scrambled decoders, LOO stable.  Holdouts declared not consumed: JUNO Delta m^2, DESI Sigma m_nu, DUNE delta_CP, LiteBIRD r.  v1 declarations: Sigma_exp diagonal (NuFIT/Planck covariances UNMODELLED, flagged); Sigma_bridge = Sigma_th = 0.  PROMOTION CONDITIONS for full closure: off-diagonal Sigma, formula-grammar census, genuine future holdouts.  Contract stays [O].  Python-only / Wolfram mirror deferred.",Open (statistics-construction contract; v1 executed [N]; promotion conditions typed),tfpt_research_contracts,"v84 (frozen registry); v100 (null MC, reinterpreted); v375 (scorecard); OBS.TRANSDUCTION.01",v992_joint_likelihood_v1.py,-,,"Open: joint likelihood with atom-induced covariance, effective dof, prespecified null + formula grammar, real holdout.  EXECUTED [N] (v992): v1 chi2=11.80/9, p=0.225, nu_eff=1, 0th percentile of 200 scrambled decoders, LOO stable; promotion conditions typed.  Display marker stays Open.",true
SEAM.INT.ODDSPLIT.01,"THE ODD-SPLIT LAW (measured 2026-08-27; promoted in v972): the v529 straddle law refined on the 16-Majorana FK seam toy via the Jaffe-Pedrocchi Majorana-RP class made DECIDABLE -- the crossing coefficient matrix B is UNIQUE (left-monomial pairs biject onto crossing monomials), so 'B Hermitian AND -B PSD' is a finite check.  (1) THE INSTRUMENT: the checker certifies the free FK Hamiltonian on all 8 bond cuts (twist eta = -i forced); confusion matrix vs measured RP over 35 cells PERFECT (23 cert&PD / 12 uncert&fail / 0 FP / 0 FN).  (2) THE EXCLUSION: the mu4-covariant quartic space has dim 464 and ZERO basis directions (and 0 of 64 seeded combos) are JP-certifiable on all cuts; the support-level exclusion extends to the full 1820-dim quartic space (CLASS_EMPTY_ON_BASIS).  (3) THE DISCOVERY: JP predicted RP survival on CENTER-straddled cuts (m = 4 model, axes 7/15, 2+2 mirror split) and direct measurement CONFIRMED ((37,0,0) at g = 0.5/1/2) -- a straddled cut kills RP iff the split is ODD (1+3); the v529 anchor ladder reproduced exactly ((37,0,0),(33,4,0),(33,4,0),(31,6,0),(29,8,0)).  FENCE INHERITED VERBATIM: one toy, one interaction class, [C] flat-band parent; JP is SUFFICIENT-ONLY (the emptiness is a statement about the certificate, not a no-go for measured RP).",Measured/Exact [E] (toy level; JP sufficient-only; v529 fence inherited); no marker moves,tfpt_3;tfpt_research_contracts,SEAM.INT.FKTOY.01; WOIT.OS.TWISTOR.01; v529; v903,v972_seam_interaction_front.py,"Jaffe-Pedrocchi arXiv:1406.1384; Wei-Li-Xiang arXiv:1601.01994 -- literature framing, no data",-,"[E] JP made decidable (unique B) + free FK certified on all 8 cuts + confusion 23/12/0/0 + quartic class EMPTY on the basis => the straddle law refined to the ODD-SPLIT LAW (JP-predicted, measurement-confirmed); toy level, fence inherited",true
SEAM.INT.OSAVOID.01,"OS VIABILITY ON THE QUARTET-AVOIDING FAMILY (measured 2026-08-27; promoted in v972): the v529 kill-test-2 counterweight -- (1) the straddle census 24/24 reproduced; (2) the clock-invariant m = 4 member's quartet-avoiding cut family generates the FULL even seam algebra (rank 15, dim 32768 = 2^15; the single-cut members m = 2/6 carry a typed deficit of EXACTLY 1); (3) OS/GNS on the avoiding cut k = 3 at g = 1 is POSITIVE (min eig +4.4338e-5, GNS 37/37, PD clock-transfer shadow, the low spectrum deforming continuously from g = 0, distances 1.044/1.386/1.650 monotone); (4) the straddled control GENUINELY FAILS (-6.936e-2) -- same machinery, honest negative; (5) the mu4 clock maps the avoiding pair {3, 11} onto itself EXACTLY at operator level.  READING: the interacting toy state IS OS-positive on the cut family its own clock geometry selects -- the kill-test-2 threat is NARROWED (an OS-viable geometry exists), NOT removed (every A_hol must still protect RP against the odd-split mechanism).  FENCE INHERITED: one toy, one interaction class, [C] flat-band parent; toy statement, not a reconstruction of an interacting continuum theory.",Measured [E] (toy level; v529 fence inherited); no marker moves,tfpt_3;tfpt_research_contracts,SEAM.INT.FKTOY.01; SEAM.INT.ODDSPLIT.01; WOIT.OS.TWISTOR.01; v529,v972_seam_interaction_front.py,-,-,"[E] the avoiding family generates the full even algebra (rank 15) and carries a positive OS/GNS structure at g = 1 while the straddled control fails; kill-test-2 counterweight narrowed, not removed; toy level",true
SEAM.STATE.RPMIXING.01,"THE RP MIXING CENSUS (measured 2026-08-27; promoted in v972): the v903 exclusivity is RAY- and REFLECTION-relative, NOT slice-wide.  The full 33-dim C6-covariant mixing slice censused under BOTH deployable reflections: (1) theta_abT sees exactly ONE coordinate -- a_J, killed 1st order odd / 2nd order even, kernel value -1/(1+c^2) = -0.8240271368 at c = tanh(1/2) -- and 32/33 directions are identically invisible => a 32-dim MARGINAL RP hyperplane {a_J = 0}; (2) the theta_S Hermiticity-defect map has rank 16 => a 17-dim first-order-neutral subspace, NO second-order kill, with STRICT finite-s witnesses (W_S: pure a_J at s = 1/8, lambda_min 0.1558 -- the very direction theta_abT kills); (3) the v903 anchor reproduced (odd Gram eigenvalues == +-|a_J|, defect 1.7e-16, a_J = +0.04068013).  ANSWER TO THE ROUND QUESTION: RP + C6-covariance do NOT force the channel-diagonal point; each reflection carves only the coordinates its half-side Gram can SEE, and the two reflections see complementary windows -- the v903 statement is about the v898 RAY, not the slice.  TYPED: sector-truncated census (deg <= 2 Grams + deg <= 4 spots, not the full 256-monomial algebra); theta_abT invisibility = RP-SILENT, not certified positivity; the v898/v903 [O] premise UNMOVED.  EXECUTED UPDATE (2026-08-28, completeness wave, v995): ALL 33 v972 mixing directions are killed by KMS ALONE on the finite CAR algebra (CAR_8 = M_256); covariance is provably redundant under full KMS (COVARIANCE_DROP_REDUNDANT_UNDER_FULL_KMS); unique E-invariant crossed-product state extension (196608 -> 0). Type-III/continuum KMS uniqueness stays [O]. Display of the census stays [E]; no marker move on the open continuum residual. Python-only / Wolfram mirror deferred.",Measured census [E] (sector-truncated; float64 exploration grade warded by exact identities) + finite KMS rigidity [E] (v995); type-III/continuum stays [O]; no marker moves,tfpt_1;tfpt_research_contracts,SEAM.STATE.DERIVATION.01; SEAM.CFIN.KMSMIX.01; v903; v898,v972_seam_interaction_front.py; v995_kms_subnet_rigidity.py,-,-,"[E] census: theta_abT kills exactly one coordinate (32-dim marginal hyperplane {a_J = 0}); theta_S leaves a 17-dim neutral subspace with strict witnesses; the v903 exclusivity typed ray-/reflection-relative; premise unmoved  EXECUTED UPDATE (2026-08-28, v995): finite KMS rigidity [E] -- all 33 mixing directions killed; covariance redundant; 196608 -> 0. Type-III/continuum stays [O].  WAVE-5 (2026-08-29): continuum leg listed as a child of SEAM.MMST.TYPEIII.CHARGED.01 [O]; finite KMS rigidity unmoved.  Display unmoved.",true
SEAM.EQUIV.SKELETON.01,"THE CROSS-ROUTE OS SKELETON (2026-08-27, v973): the two continuum routes of the seam equivalence target -- the MMST scaling-limit route (the p+ip collar edge) and the twistor route's Z4 lattice object -- share the EXECUTABLE OS skeleton: all FIVE WOIT kill-test main invariants (alpha: forced eta = +i, Theta^2 = +1, bond RP; beta1: GSO 2-torsion; beta2: OS quotient exists + KMS expansion lambda_max > 1; beta3: perp descent Theta^2 = +1; gamma: mirror flip, multiplicity-free clock, mark incidence) hold VERBATIM on the collar edge, 5/5; ALL divergences between the two route objects are control-typed and trace to ONE mechanism -- the twistor lattice's exact chiral checkerboard C(even) = 0 (a bipartiteness consequence, re-derived exactly in v973 S0c: S H S = -H forces every odd function of H to vanish on even distances) vs the collar kernel's K(even) up to 0.1736 -- independently confirming v519-R4's typing of the site-cut RP failure as a lattice-placement artifact, now from the second route; FIRST_DIVERGENCE = ALPHA.SITECUT.CHECKERBOARD (control-typed). BONUS: the collar's top edge realizes the anti-chiral state EXACTLY (max |K_top + K_bot| = 7.5e-16; v973 S0c re-derives K_top = -K_bot as an exact symmetry consequence P H P = -H on a strip); the M = 3 trivial collar loses the skeleton FIRST at GAMMA.MARK.INCIDENCE (mark Grams lose rank (13,0,3) vs (16,0,0)) -- the skeleton tracks the topological phase, not the lattice bookkeeping. HONEST BOUNDARY: an executable-level statement about the two lattice route OBJECTS, typed FULL/PARTIAL per test -- NOT an equivalence of the routes and NOT a continuum statement; it narrows the seam question (both routes carry the same OS/RP/GSO/mark structure wherever it is computable) but closes neither SEAM.EQUIV.MMST.01 nor SEAM.EQUIV.TWISTOR.01, which stay [O].","Exact [E] (executable skeleton; fine types Lattice/Numerical for the collar battery, Identity for the S0 mechanism gates)",tfpt_research_contracts,SEAM.EQUIV.01; SEAM.EQUIV.MMST.01; SEAM.EQUIV.TWISTOR.01; WOIT.OS.TWISTOR.01,v973_seam_route_narrowing.py,-,-,[E] the executable OS skeleton is shared 5/5 with all divergences control-typed to the checkerboard mechanism; an executable-level narrowing -- does NOT close either route or the parent,true
ALPHA.QUILLEN.FACES.01,"THE TWO NAMED FACES OF ALPHA.QUILLEN.EXACT.01 CARRY COMPUTED WITNESSES (2026-08-27, seam/alpha promotion wave; probes seam_bfk_conical_det_probe 21/21 SPEC d06b3bbec70e7efc / laughlin_pump_em1_probe 20/20 SPEC f9b5cb0bf20d0293 / quillen_rigidity_chain_probe 18/18 SPEC b4ee0dd0141da6ab, embedded byte-exact in v974). [E] BFK FACE EXECUTED: the Mayer-Vietoris determinant gluing on the seam circle at the four mu4 marks -- C_glue = 2^-N EXACT (N = 1..4 symbolic, general lengths), det'_zeta(Delta_S1) = l^2 reassembled, R(m) = (G_m|_marks)^-1; at KMS R_0 = 16 c3 circ(2,-1,0,-1), det'R_0 = 2^16 c3^3, glued product (2 pi)^2; vs v484 channel-wise EXACT (same mu4 eigenbasis, |spec| {0,2,2,4}, doublet ratio 4/ln2 with c3 cancelling, Tr B^k = 4^k + 2 2^k vs Tr C^k = 4^k + 2(-2)^k) but NOT globally proportional -- the kernel swap (gauge zero mode vs sign rep) is the sharpened diagonal-zeta face. [E] EM1 FACE COMPUTED: pumped charge == edge spectral flow == Streda == Chern == 1 on the v367 collar, single complex copy, sign-coherent conjugation mutant; 16-copy bookkeeping exact (c_- = 8, kY = 5/3, (1/kY) 41/6 = 41/10 = b1). [E] QUILLEN IDENTITY AT THE FINITE SHADOW: Berry integral == Poincare-Lelong divisor integral == +1 two-sided, difference an exact form, transition winding == Chern; anchor re-derived (alpha^-1 = 137.03599921684071, split residual 6.4e-58 at 50 digits, 8 b1 = 164/5 exact). [C] TYPED CONDITIONAL: IF the seam state is quasi-free (the rigidity premise, measured not forced in the strong form by SEAM.STATE.RPMIXING.01) THEN the identity applies literally to the seam det line. HONEST SCOPE: closes NOTHING on ALPHA.QUILLEN.EXACT.01 -- remaining content {rigidity premise} + {channel-swap question} + {continuum Bismut-Freed identification}; the BFK face is Delta = |D|^2, not a |D|-level operator identity; the pump is a single-copy statement.",Exact/computed witnesses [E] + typed conditional [C]; the target row stays [O],tfpt_1;origin_theory;tfpt_research_contracts,ALPHA.QUILLEN.EXACT.01; SEAM.CONTACT.UNIT.01; SEAM.CONTACT.UNIT.02; EM.WARD.01; ALPHA.QUILLEN.INFLOW.01; SEAM.STATE.RPMIXING.01,v974_alpha_faces_computed.py,-,-,Exact witnesses for both faces; target stays open,true
DIMENSION.SELECTOR.4D.01,"THE CONDITIONAL 4D DIMENSION SELECTOR [C] (registered 2026-08-27 from the external bird's-eye review, the master-route wave; machine-checked in v975, 16/16 sympy-exact).  STATEMENT: under the named TFPT-compatible physics axiom set A1 (d > 2: propagating local gauge fields, d-2 >= 1 transverse polarizations), A2 (dimensionless Yang-Mills coupling), A3 (real self-dual/anti-self-dual 2-form sectors: the Euclidean Hodge star is an involutive endomorphism of 2-forms), A4 (chiral Weyl representations: even d), the spacetime dimension d = 4 is UNIQUE and MINIMAL on the exact scan window d = 2..12, and the selector is OVERDETERMINED: A2 alone = {4} ([g_YM] = (4-d)/2 forced symbolically from dimensionless-action power counting; unique zero d = 4) and A3 alone = {4} (* : Omega^2 -> Omega^{d-2} is a self-map iff d = 4; the explicit 6x6 star on Lambda^2(R^4) has *^2 = I with eigenvalues +-1 at multiplicities 3/3 -- the real SD/ASD split su(2)+ x su(2)-), while A1 & A4 alone give {4, 6, 8, 10, 12} -- chirality does NOT select 4 by itself (honest ablation ledger).  Weyl chirality certified by exact Clifford algebras d = 2..7 (even d: gamma_* anticommutes with every gamma_mu, gamma_*^2 = I, tr = 0; odd d: the full product is CENTRAL and scalar -- no grading).  Signature typed honestly: Lorentzian *^2 = -1 on 2-forms in d = 4 -- the real split is a EUCLIDEAN/OS-side statement.  MUTANTS caught: the wrong power counting [g] = (6-d)/2 selects {6}; the 'A4 alone selects 4' overclaim is REFUSED.  FIREWALL (binding): mu4 and g_car enter NOWHERE -- 'mu4 => 4D' stays forbidden per DIMENSION.UPLIFT.FIREWALL.01; this is a CONDITIONAL selector, not a derivation: AXIOM PROVENANCE IS THE OPEN HALF (kill criterion: if A1-A4 cannot themselves be forced from the compiler primitives {c3, g_car}, the selector is a consistency statement, not a prediction); no 4D construction contract is advanced by this row.",Conditional [C] (exact selector under the named axiom set A1-A4; axiom provenance from the compiler open),tfpt_research_contracts,DIMENSION.UPLIFT.FIREWALL.01; SEAM.BULK4D.RECON.01; QFT4D.OS.RECON.01; CHIRAL4D.NOMIRROR.01,v975_dimension_selector_4d.py,-,,"Conditional [C]: d = 4 unique + minimal + overdetermined under {d > 2, [g_YM] = 0, real SD/ASD 2-form split, Weyl chirality} on d = 2..12; A2 and A3 each pin {4} alone, A1 & A4 alone = {4, 6, 8, 10, 12}; mu4 enters nowhere; axiom provenance from {c3, g_car} is the open half",true
